,equity
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.109375
2023-03-14 07:00:00,99998.5078125
2023-03-14 07:25:00,99998.5078125
2023-03-14 07:30:00,99998.5078125
2023-03-14 07:35:00,99998.5078125
2023-03-14 07:40:00,99998.5078125
2023-03-14 07:45:00,99998.5078125
2023-03-14 07:50:00,99998.5078125
2023-03-14 07:55:00,99998.5078125
2023-03-14 08:00:00,99998.5078125
2023-03-14 08:05:00,99998.6171875
2023-03-14 08:10:00,99998.734375
2023-03-14 08:15:00,99998.734375
2023-03-14 08:20:00,99998.734375
2023-03-14 08:25:00,99998.734375
2023-03-14 08:30:00,99998.8515625
2023-03-14 09:00:00,99997.25
2023-03-14 10:10:00,99997.25
2023-03-14 10:15:00,99997.25
2023-03-14 10:20:00,99997.25
2023-03-14 10:25:00,99997.25
2023-03-14 10:30:00,99997.25
2023-03-14 10:35:00,99997.25
2023-03-14 10:40:00,99997.25
2023-03-14 10:45:00,99997.25
2023-03-14 10:50:00,99997.25
2023-03-14 10:55:00,99997.25
2023-03-14 11:00:00,99997.25
2023-03-14 11:05:00,99997.25
2023-03-14 11:10:00,99997.25
2023-03-14 11:15:00,99997.25
2023-03-14 11:20:00,99997.25
2023-03-14 11:25:00,99997.25
2023-03-14 11:30:00,99997.25
2023-03-14 11:35:00,99997.25
2023-03-14 11:40:00,99997.25
2023-03-14 11:45:00,99997.25
2023-03-14 11:50:00,99997.25
2023-03-14 11:55:00,99997.25
2023-03-14 12:00:00,99997.25
2023-03-14 12:05:00,99997.25
2023-03-14 12:10:00,99997.25
2023-03-14 12:15:00,99997.25
2023-03-14 12:20:00,99997.25
2023-03-14 12:25:00,99997.25
2023-03-14 12:30:00,99997.25
2023-03-14 12:35:00,99997.25
2023-03-14 12:40:00,99997.25
2023-03-14 12:45:00,99997.25
2023-03-14 12:50:00,99997.25
