,equity
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.109375
2023-03-13 15:59:00,100000.109375
2023-03-13 15:59:00,100000.109375
2023-03-13 15:59:00,100000.21875
2023-03-13 15:59:00,100000.328125
2023-03-13 15:59:00,100000.4375
2023-03-13 15:59:00,100000.546875
2023-03-13 15:59:00,100000.65625
2023-03-13 15:59:00,100000.765625
2023-03-13 15:59:00,100000.875
2023-03-13 15:59:00,100000.984375
2023-03-13 15:59:00,100001.09375
2023-03-13 15:59:00,100001.203125
2023-03-13 15:59:00,100001.203125
2023-03-13 15:59:00,100001.3125
2023-03-13 15:59:00,100001.421875
2023-03-13 15:59:00,100001.421875
2023-03-13 15:59:00,100001.421875
2023-03-13 15:59:00,100001.421875
2023-03-13 15:59:00,100001.421875
2023-03-13 15:59:00,100001.53125
2023-03-13 15:59:00,100001.640625
2023-03-13 15:59:00,100001.75
2023-03-13 15:59:00,100001.75
2023-03-13 15:59:00,100001.75
2023-03-13 15:59:00,100001.75
2023-03-13 15:59:00,100001.859375
2023-03-13 15:59:00,100001.859375
2023-03-13 15:59:00,100001.859375
2023-03-13 15:59:00,100001.859375
2023-03-13 15:59:00,100001.859375
2023-03-13 15:59:00,100001.859375
2023-03-13 15:59:00,100001.859375
2023-03-13 15:59:00,100001.859375
2023-03-13 15:59:00,100001.859375
2023-03-13 15:59:00,100001.859375
2023-03-13 15:59:00,100001.859375
2023-03-13 15:59:00,100001.859375
2023-03-13 15:59:00,100001.859375
2023-03-13 15:59:00,100001.96875
2023-03-13 15:59:00,100002.078125
2023-03-13 15:59:00,100002.1875
2023-03-13 15:59:00,100002.296875
2023-03-13 15:59:00,100002.296875
2023-03-13 15:59:00,100002.296875
2023-03-13 15:59:00,100002.296875
2023-03-13 15:59:00,100002.296875
2023-03-13 15:59:00,100002.296875
2023-03-13 15:59:00,100002.296875
