,equity
2023-01-03 15:59:00,100000.0
2023-01-03 15:59:00,100000.0
2023-01-03 15:59:00,100000.0
2023-01-03 15:59:00,100000.0
2023-01-03 15:59:00,100000.0
2023-01-03 15:59:00,100000.0
2023-01-03 15:59:00,99998.6484375
2023-01-03 15:59:00,99998.953125
2023-01-03 15:59:00,99997.6015625
2023-01-03 15:59:00,99997.6015625
2023-01-03 15:59:00,99997.6015625
2023-01-03 15:59:00,99997.6015625
2023-01-03 15:59:00,99997.6015625
2023-01-03 15:59:00,99997.6015625
2023-01-03 15:59:00,99997.6015625
2023-01-03 15:59:00,99997.6015625
2023-01-03 15:59:00,99997.6015625
2023-01-03 15:59:00,99997.6015625
2023-01-03 15:59:00,99997.6015625
2023-01-03 15:59:00,99997.6015625
2023-01-03 15:59:00,99997.6015625
2023-01-03 15:59:00,99997.6015625
2023-01-03 15:59:00,99997.6015625
2023-01-03 15:59:00,99997.6015625
2023-01-03 15:59:00,99997.6015625
2023-01-03 15:59:00,99997.6015625
2023-01-03 15:59:00,99997.6015625
2023-01-03 15:59:00,99997.6015625
2023-01-03 15:59:00,99997.6015625
2023-01-03 15:59:00,99997.6015625
2023-01-03 15:59:00,99997.6015625
2023-01-03 15:59:00,99997.6015625
2023-01-03 15:59:00,99997.6015625
2023-01-03 15:59:00,99997.6015625
2023-01-03 15:59:00,99997.6015625
2023-01-03 15:59:00,99997.90625
2023-01-03 15:59:00,99998.2109375
2023-01-03 15:59:00,99998.515625
2023-01-03 15:59:00,99998.8203125
2023-01-03 15:59:00,99998.8203125
2023-01-03 15:59:00,99998.8203125
2023-01-03 15:59:00,99998.8203125
2023-01-03 15:59:00,99999.125
2023-01-03 15:59:00,99999.4296875
2023-01-03 15:59:00,99999.734375
2023-01-03 15:59:00,100000.0390625
2023-01-03 15:59:00,100000.34375
2023-01-03 15:59:00,100000.6484375
2023-01-03 15:59:00,100000.953125
2023-01-03 15:59:00,100001.2578125
2023-01-03 15:59:00,100001.2578125
2023-01-03 15:59:00,100001.2578125
2023-01-03 15:59:00,100001.2578125
2023-01-03 15:59:00,100001.2578125
2023-01-03 15:59:00,100001.2578125
2023-01-03 15:59:00,100001.2578125
2023-01-03 15:59:00,100001.2578125
2023-01-03 15:59:00,100001.2578125
2023-01-03 15:59:00,100001.2578125
2023-01-03 15:59:00,100001.2578125
2023-01-03 15:59:00,100001.2578125
2023-01-03 15:59:00,100001.2578125
2023-01-03 15:59:00,100001.2578125
2023-01-03 15:59:00,100001.2578125
2023-01-03 15:59:00,100001.2578125
2023-01-03 15:59:00,100001.2578125
2023-01-03 15:59:00,100001.2578125
2023-01-03 15:59:00,100001.2578125
2023-01-03 15:59:00,100001.2578125
2023-01-03 15:59:00,100001.2578125
2023-01-03 15:59:00,100001.2578125
2023-01-03 15:59:00,100001.2578125
2023-01-03 15:59:00,100001.2578125
2023-01-03 15:59:00,100001.2578125
2023-01-03 15:59:00,100001.2578125
2023-01-03 15:59:00,100001.2578125
2023-01-03 15:59:00,100001.2578125
2023-01-03 15:59:00,100001.2578125
2023-01-03 15:59:00,100001.2578125
2023-01-03 15:59:00,100001.2578125
2023-01-03 15:59:00,100001.2578125
2023-01-03 15:59:00,100001.2578125
2023-01-03 15:59:00,100001.2578125
2023-01-03 15:59:00,100001.2578125
2023-01-03 15:59:00,100001.2578125
2023-01-03 15:59:00,100001.2578125
2023-01-03 15:59:00,100001.2578125
