,equity
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.109375
2023-03-13 15:59:00,100000.109375
2023-03-13 15:59:00,100000.109375
2023-03-13 15:59:00,100000.21875
2023-03-13 15:59:00,99998.6171875
2023-03-13 15:59:00,99998.7265625
2023-03-13 15:59:00,99998.8359375
2023-03-13 15:59:00,99998.9453125
2023-03-13 15:59:00,99997.34375
2023-03-13 15:59:00,99997.453125
2023-03-13 15:59:00,99997.5625
2023-03-13 15:59:00,99997.671875
2023-03-13 15:59:00,99997.78125
2023-03-13 15:59:00,99997.78125
2023-03-13 15:59:00,99997.890625
2023-03-13 15:59:00,99996.2890625
2023-03-13 15:59:00,99996.2890625
2023-03-13 15:59:00,99996.2890625
2023-03-13 15:59:00,99996.2890625
2023-03-13 15:59:00,99996.2890625
2023-03-13 15:59:00,99996.3984375
2023-03-13 15:59:00,99996.5078125
2023-03-13 15:59:00,99996.6171875
2023-03-13 15:59:00,99996.6171875
2023-03-13 15:59:00,99996.6171875
2023-03-13 15:59:00,99996.6171875
2023-03-13 15:59:00,99995.015625
2023-03-13 15:59:00,99995.015625
2023-03-13 15:59:00,99995.015625
2023-03-13 15:59:00,99995.015625
2023-03-13 15:59:00,99995.015625
2023-03-13 15:59:00,99995.015625
2023-03-13 15:59:00,99995.015625
2023-03-13 15:59:00,99995.015625
2023-03-13 15:59:00,99995.015625
2023-03-13 15:59:00,99995.015625
2023-03-13 15:59:00,99995.015625
2023-03-13 15:59:00,99995.015625
2023-03-13 15:59:00,99995.015625
2023-03-13 15:59:00,99995.125
2023-03-13 15:59:00,99995.234375
2023-03-13 15:59:00,99993.6328125
2023-03-13 15:59:00,99992.03125
2023-03-13 15:59:00,99992.03125
2023-03-13 15:59:00,99992.03125
2023-03-13 15:59:00,99992.03125
2023-03-13 15:59:00,99992.03125
2023-03-13 15:59:00,99992.03125
