,equity
2023-01-03 15:59:00,100000.0
2023-01-03 15:59:00,100000.0
2023-01-03 15:59:00,100000.0
2023-01-03 15:59:00,100000.0
2023-01-03 15:59:00,100000.0
2023-01-03 15:59:00,100000.0
2023-01-03 15:59:00,99998.421875
2023-01-03 15:59:00,99998.4921875
2023-01-03 15:59:00,99998.5625
2023-01-03 15:59:00,99998.5625
2023-01-03 15:59:00,99998.5625
2023-01-03 15:59:00,99998.5625
2023-01-03 15:59:00,99998.5625
2023-01-03 15:59:00,99998.5625
2023-01-03 15:59:00,99998.5625
2023-01-03 15:59:00,99998.5625
2023-01-03 15:59:00,99998.5625
2023-01-03 15:59:00,99998.5625
2023-01-03 15:59:00,99998.5625
2023-01-03 15:59:00,99998.5625
2023-01-03 15:59:00,99998.5625
2023-01-03 15:59:00,99998.5625
2023-01-03 15:59:00,99998.5625
2023-01-03 15:59:00,99998.5625
2023-01-03 15:59:00,99998.5625
2023-01-03 15:59:00,99998.5625
2023-01-03 15:59:00,99998.5625
2023-01-03 15:59:00,99998.5625
2023-01-03 15:59:00,99998.5625
2023-01-03 15:59:00,99998.5625
2023-01-03 15:59:00,99998.5625
2023-01-03 15:59:00,99998.5625
2023-01-03 15:59:00,99998.5625
2023-01-03 15:59:00,99998.5625
2023-01-03 15:59:00,99998.5625
2023-01-03 15:59:00,99998.6328125
2023-01-03 15:59:00,99998.703125
2023-01-03 15:59:00,99998.7734375
2023-01-03 15:59:00,99998.84375
2023-01-03 15:59:00,99998.84375
2023-01-03 15:59:00,99998.84375
2023-01-03 15:59:00,99998.84375
2023-01-03 15:59:00,99998.9140625
2023-01-03 15:59:00,99998.984375
2023-01-03 15:59:00,99999.0546875
2023-01-03 15:59:00,99999.125
2023-01-03 15:59:00,99999.1953125
2023-01-03 15:59:00,99999.265625
2023-01-03 15:59:00,99999.3359375
2023-01-03 15:59:00,99999.40625
2023-01-03 15:59:00,99999.40625
2023-01-03 15:59:00,99999.40625
2023-01-03 15:59:00,99999.40625
2023-01-03 15:59:00,99999.40625
2023-01-03 15:59:00,99999.40625
2023-01-03 15:59:00,99999.40625
2023-01-03 15:59:00,99999.40625
2023-01-03 15:59:00,99999.40625
2023-01-03 15:59:00,99999.40625
2023-01-03 15:59:00,99999.40625
2023-01-03 15:59:00,99999.40625
2023-01-03 15:59:00,99999.40625
2023-01-03 15:59:00,99999.40625
2023-01-03 15:59:00,99999.40625
2023-01-03 15:59:00,99999.40625
2023-01-03 15:59:00,99999.40625
2023-01-03 15:59:00,99999.40625
2023-01-03 15:59:00,99999.40625
2023-01-03 15:59:00,99999.40625
2023-01-03 15:59:00,99999.40625
2023-01-03 15:59:00,99999.40625
2023-01-03 15:59:00,99999.40625
2023-01-03 15:59:00,99999.40625
2023-01-03 15:59:00,99999.40625
2023-01-03 15:59:00,99999.40625
2023-01-03 15:59:00,99999.40625
2023-01-03 15:59:00,99999.40625
2023-01-03 15:59:00,99999.40625
2023-01-03 15:59:00,99999.40625
2023-01-03 15:59:00,99999.40625
2023-01-03 15:59:00,99999.40625
2023-01-03 15:59:00,99999.40625
2023-01-03 15:59:00,99999.40625
2023-01-03 15:59:00,99999.40625
2023-01-03 15:59:00,99999.40625
2023-01-03 15:59:00,99999.40625
2023-01-03 15:59:00,99999.40625
2023-01-03 15:59:00,99999.4765625
2023-01-03 15:59:00,99999.546875
2023-01-04 07:00:00,99999.546875
