,equity
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.0
2023-03-13 15:59:00,100000.109375
2023-03-13 15:59:00,100000.109375
2023-03-13 15:59:00,100000.109375
2023-03-13 15:59:00,100000.21875
2023-03-13 15:59:00,100000.328125
2023-03-13 15:59:00,100000.4375
2023-03-13 15:59:00,99998.8359375
2023-03-13 15:59:00,99997.234375
2023-03-13 15:59:00,99997.34375
2023-03-13 15:59:00,99995.7421875
2023-03-13 15:59:00,99995.8515625
2023-03-13 15:59:00,99995.9609375
2023-03-13 15:59:00,99996.0703125
2023-03-13 15:59:00,99996.0703125
2023-03-13 15:59:00,99994.46875
2023-03-13 15:59:00,99994.578125
2023-03-13 15:59:00,99994.578125
2023-03-13 15:59:00,99994.578125
2023-03-13 15:59:00,99994.578125
2023-03-13 15:59:00,99994.578125
2023-03-13 15:59:00,99994.6875
2023-03-13 15:59:00,99994.796875
2023-03-13 15:59:00,99994.90625
2023-03-13 15:59:00,99994.90625
2023-03-13 15:59:00,99994.90625
2023-03-13 15:59:00,99994.90625
2023-03-13 15:59:00,99995.015625
2023-03-13 15:59:00,99995.015625
2023-03-13 15:59:00,99995.015625
2023-03-13 15:59:00,99995.015625
2023-03-13 15:59:00,99995.015625
2023-03-13 15:59:00,99995.015625
2023-03-13 15:59:00,99995.015625
2023-03-13 15:59:00,99995.015625
2023-03-13 15:59:00,99995.015625
2023-03-13 15:59:00,99995.015625
2023-03-13 15:59:00,99995.015625
2023-03-13 15:59:00,99995.015625
2023-03-13 15:59:00,99995.015625
2023-03-13 15:59:00,99995.125
2023-03-13 15:59:00,99995.234375
2023-03-13 15:59:00,99995.34375
2023-03-13 15:59:00,99995.453125
2023-03-13 15:59:00,99995.453125
2023-03-13 15:59:00,99995.453125
2023-03-13 15:59:00,99995.453125
2023-03-13 15:59:00,99995.453125
2023-03-13 15:59:00,99995.453125
